SMILES,Name,MolWeight
CC(C)NC(=O)c1cn(C[C@@H]2C[C@H](F)CN2C(C)C)nn1,,297.2
O=S(=O)(Cc1ccc(Cl)cc1)N1CCC(F)(c2noc(-c3ccccc3)n2)C1,,421.07
CC1CC(C)CN(CCCN2C(=O)c3cc4sccc4n3CC2(C)C(=O)NC2CCCC2)C1,,470.27
CC(C)c1nnc2sc(-c3ccc4ncccc4c3)nn12,,295.09
CC(=O)N1c2nc(-c3ccco3)nn2C2(CCCCC2)[C@@H]2CCCC[C@@H]21,,354.21
O=C1CC(c2ccccc2)Sc2ccccc2N1Cc1ccccc1F,,363.11
COc1ccc(Nc2nc3cc(Cl)c(Cl)cc3n3cnnc23)cc1Cl,,393.0
Cc1noc(C)c1CCC(=O)N1CCn2c(nn(C)c2=O)C1,,305.15
CCOc1ccc(OCCSc2nc3ccc(Br)cc3[nH]2)cc1,,392.02
CC(C)NC(=O)NCCN(C1CCOCC1)C1CCN(S(C)(=O)=O)CC1,,390.23
CC12c3ccccc3C(c3ccccc31)C1C(=O)N(c3ccc4c(c3)OCO4)C(=O)C12,,409.13
Clc1ccccc1-c1nnn(Cc2ccc(-c3nnn[nH]3)cc2)n1,,338.08
N#Cc1nc(/C=C/c2cccs2)oc1NCCN1CCOCC1,,330.12
CCCOC(=O)Cn1nnc2sc3c(c2c1=O)CCC(C(C)(C)C)C3,,363.16
Cc1cc(C)c(NS(=O)(=O)c2cc3c(cc2C)N(C)CCO3)c(C)c1,,360.15
Cn1ncc(I)c1C(=O)n1cccn1,,301.97
CSc1nn2cc3c(nc2c1S(=O)(=O)c1ccccc1)CCN(C)C3,,374.09
Fc1ccccc1-c1nn2c3cc(N4CCNCC4)ccc3nc2c2ccccc12,,397.17
CCc1nn(C(CC)C(=O)NC2CCCCC2C)c(=O)c2cc3oc(C)cc3n12,,398.23
Clc1ccc(N2CCN(c3ccc(Cl)cc3)C2c2ccccc2)cc1,,368.08
CC(=O)N1CCCC2(C1)Cn1nnc(CNC(=O)N(C)C)c1CO2,,336.19
Cc1oc2c(c(C)cc3oc(=O)c4c(c32)CCC4)c1C,,268.11
CCCc1nc(N2CCCCC2)c(C#N)c2c1COC(C)(C)C2,,313.22
CC1CN(S(=O)(=O)c2ccc(Br)cc2)CC(C)O1,,333.0
c1ccc2[nH]c(C34CC5CC(CC(C5)C3)C4)cc2c1,,251.17
CCn1cnnc1C1CN(C(=O)NC2CCCC2)CC12CCCCC2,,345.25
COCCCNc1c(-c2cc(OC)c(OC)c(OC)c2)nc2sc3cc(OC)ccc3n12,,457.17
O=C1CC(C(=O)O)c2c(nc(N3CCOCC3)[nH]c2=O)N1,,294.1
O=S(=O)(c1ccc(F)s1)N1CCN(c2ccc(F)cc2)CC1,,344.05
Cn1ccnc1SCC(=O)NC1CCCCCC1,,267.14
COc1ccc(CSc2nsc(SCc3cccc(OC)c3)c2C#N)cc1,,414.05
CCC(CC)C(=O)N1CC[C@H]2NC(=O)CC[C@]2(C(=O)N2CCCC2)C1,,349.24
S=c1oc(-c2ccccc2)nn1CNc1ccccn1,,284.07
O=C(c1cccs1)N1CCN(CC2CC3C=CC2C3)CC1,,302.15
COC1(c2ccc(Cl)cc2)OC(=O)c2ccccc21,,274.04
Cc1csc(-c2cc(S(=O)(=O)NC3CCCCCCC3)c(C)n2C)n1,,381.15
CCn1ncc(NC(=O)c2nn(C)cc2I)c1C(N)=O,,388.01
Cc1ccc(NC2(c3nnnn3-c3ccc(C(C)C)cc3)CCCC2)cc1,,361.23
O=C(O)CCCN1C(=O)c2ccc(C(=O)O)cc2C1=O,,277.06
O=S(=O)(N1CCCCC1)N1CCN(CC(O)COc2ccc3ccccc3c2)CC1,,433.2
FC(F)c1cc(-c2ccc(Cl)c(Cl)c2)nc2ccnn12,,313.0
Cc1cc(NS(=O)(=O)c2ccc(N3CCCCS3(=O)=O)cc2)ccc1Br,,458.0
CCCn1nc(Oc2nc(NCC)nc(NC(C)C)n2)ccc1=O,,333.19
O=C(c1cn(C[C@@H]2C[C@H](F)CN2C(=O)c2ccoc2)nn1)N1CCCC1,,361.16
O=S1(=O)C[C@H](N2CCc3ccccc3C2)[C@@H](S(=O)(=O)c2cccs2)C1,,397.05
Cc1nnc2c(SCc3ccccc3)nc3ccccc3n12,,306.09
COc1ccc(OC)c(S(=O)(=O)Cc2nc(-c3ccc(OC)c(OC)c3)no2)c1,,420.1
CCCC12CN3CC(CCC)(CN(C1)C3c1c[nH]c3ccccc13)C2O,,353.25
O=C(C1CCCn2c(-c3cnccn3)nnc21)N1CCOCC1,,314.15
O=c1[nH]c2ccc(S(=O)(=O)N3CCC4(CC3)OCCO4)cc2[nH]1,,339.09
CSCCC1NC(=O)c2cc(NC(=O)Cc3ccc4c(c3)OCC4)ccc2NC1=O,,425.14
CCOC(=O)c1oc2ccc3c(c2c1C)C(=O)CC1(CCC(C)CC1)O3,,356.16
Cn1c(=O)c(-c2ccccc2)c2c3c(cccc31)C(=O)c1ccccc1-2,,337.11
CCn1nc(C)c(NC(=O)C(C)n2nc(C(F)F)c(Cl)c2C)c1C,,359.13
Cc1cccc([N+]2=C3CCCCCN3C(O)(c3ccccc3)C2)c1,,321.2
COCCNC(=O)C1CN(C(=O)c2cccs2)CC12CCCC2,,336.15
CCSc1nnc2c(n1)OC(c1c(F)cccc1Cl)Nc1ccccc1-2,,388.06
Cc1nn(C)c(F)c1/C=N/Nc1nccc(-c2cnn(C)c2C)n1,,328.16
CC(C)Cc1nnc(NC(=O)CC2(Cn3cnnn3)CCCCC2)s1,,363.18
Cn1c(N)c(-c2c(-c3ccc4c(c3)OCO4)[nH]c3c2c(=O)n(C)c(=O)n3C)c(=O)n(C)c1=O,,452.14
Cn1cnnc1C1CN(S(=O)(=O)c2ccc3c(c2)CCC3)CC12CCOCC2,,402.17
CCN(CC)CCN1C(=O)c2ccc(-c3ccco3)n2CC1(C)C(=O)NC1CCCCCC1,,454.29
CSc1nc(C)cc(Oc2ccc(OCCOc3ccc(Br)cc3)nn2)n1,,448.02
O=C(NCC1CCCO1)Nc1ccc2c(c1)N(Cc1ccccc1)C(=O)c1ccccc1S2,,459.16
CS(=O)(=O)N/N=C/c1ccc(Cl)cc1Cl,,265.97
Cc1cc(C)c(S(=O)(=O)N2CCC3(CC2)Nc2cc(F)ccc2-n2cccc23)cc1C,,439.17
CN(CC(=O)N1CCC2(CC1)OCCO2)c1nnc(N2CCCC2=O)s1,,381.15
CCOC(=O)c1c(C)oc2nc(C)nc(NC(C)CCc3ccco3)c12,,357.17
Brc1cccc([C@H]2C[C@@H](c3ccccc3)Nc3ncnn32)c1,,354.05
Cc1csc(-c2cc(S(=O)(=O)NC3CCCCCC3)c(C)n2C)n1,,367.14
O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)Nc1ccc(F)cc1F,,356.11
COc1ccccc1OCCn1c(SCCO)nc2ccccc21,,344.12
CCCNc1nc(N2CCCC2)nc2c1cnn2C,,260.17
O=C(CC12CC3CC(CC(C3)C1)C2)N/N=C/c1ccc(F)s1,,320.14
O=C1CCSc2ccc(S(=O)(=O)N3CCN(c4ccc(N5CCOCC5)nn4)CC3)cc2N1,,490.15
CCCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(N(CC)CC)s1,,416.09
O=C1c2ccncc2C(=O)N1c1ccc(Br)cc1,,301.97
COc1cc(-c2noc(CSc3ccc(-c4ccccc4)nn3)n2)cc(OC)c1OC,,436.12
CC(C)Cn1nc2n(c1=O)CCN(S(=O)(=O)c1cccs1)CC2,,356.1
O=C(NC1CCCCC1)c1cnc2sc3c(n2c1=O)CCCCC3,,345.15
Cc1c(Cc2ccccc2)c(=O)oc2cc3occ(C(C)(C)C)c3cc12,,346.16
Cc1cccc2nc(-c3ccc(N(C)C)cc3)c(Nc3ccc4c(c3)OCO4)n12,,386.17
CC(C)n1cc(CN2CCC[C@H]2Cn2cc(C(=O)NC3CCCC3)nn2)cn1,,385.26
Cc1nn(C)c(C)c1CCNS(=O)(=O)c1ccc(Br)s1,,376.99
COC(=O)Cn1c(CN2CC(C)OC(C)C2)nc2c1c(=O)n(C)c(=O)n2C,,379.19
Cc1cc2c(c(C)c1Cl)CN(Cc1ccc(Cl)cc1)CO2,,321.07
CCCc1nnc2sc(NC(=O)C34CC5CC(CC(C5)C3)C4)nn12,,345.16
c1coc(-c2nc3ccccc3c3nnc(SCc4ccncc4)n23)c1,,359.08
COc1cccc(-c2nc3c(c(=S)[nH]2)Cc2ccccc2O3)c1,,322.08
Cc1noc(CC2C(=O)NCCN2C(=O)CCC2CCCCC2)n1,,334.2
COCCN1C(=O)C2CN(C(=O)c3ccc(C)s3)CC(C)(C)CN2C1=O,,379.16
CSc1ccc(CNCCc2c[nH]c3ccccc23)cc1,,296.13
Fc1ccc(-c2n[nH]c(-c3ccc(F)cc3)c2Br)cc1,,333.99
CCOC(=O)CNC(=O)CSc1nc2c(c(=O)n1C)SCC2,,343.07
Cc1ccc(Cl)cc1N1CCN(c2cnn(C34CC5CC(CC(C5)C3)C4)c(=O)c2Cl)CC1,,472.18
O=S(=O)(c1ccc2ccccc2c1)N1CCC(N2CCCC2)CC1,,344.16
O=C(C1CCCN(c2ncnc3c2nc2n3CCCCC2)C1)N1CCN(C2CCCCC2)CC1,,465.32
CCCC12CN3CC(C)(CN(C1)C31C(=O)N(C)c3ccccc31)C2=O,,339.19
Cc1ccc(C)c(CSc2ccc(-n3nc4c(c3C)CCC4)nn2)c1,,350.16
Nc1nonc1C(=O)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,,377.0
Clc1ccc2c(c1)c(-c1ccccc1)nc1nncn12,,280.05
COCCCN1C(=O)c2cc3occc3n2CC1(C)C(=O)NC1CCCCC1,,387.22
CCS(=O)(=O)NC1CCC(NS(=O)(=O)CC)CC1,,298.1
COc1ccc(/C=N/n2c(SC)nnc2C(F)F)cc1OC,,328.08
CN(C)CC(=O)Nc1sc2c(c1C#N)CCCC2,,263.11
Clc1ccccc1Cn1cccc1C1=NC(Cc2ccccc2)CO1,,350.12
Cc1nc(NCCCO)c2sc3nc4c(cc3c2n1)COC(C)(C)C4,,358.15
CC12CCC(C(=O)N(c3cccc(F)c3)C1=O)C2(C)C,,275.13
O=C(OCc1cc(=O)n2nc(C3CCCCC3)sc2n1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,,427.19
CCOC(=O)CN1C[C@@]23C=C[C@@H](O2)C(C(=O)NCc2cccs2)[C@@H]3C1=O,,376.11
CN1CCN(C2CCN(Cc3ccc4c(c3)OCO4)CC2)CC1,,317.21
Cc1noc(-c2c(C)sc(C)c2S(=O)(=O)N2CCCCCC2)c1C,,368.12
Cn1cc(I)c(C(=O)n2cccn2)n1,,301.97
O=C1Nc2ccccc2Oc2cc(Oc3cccc4cccnc34)c(S(=O)(=O)N3CCOCC3)cc21,,503.12
c1ccc2c(c1)ncn2CCc1nc(C2CCCCC2)no1,,296.16
Nc1nc(CN2CCN(c3ccc(F)cc3)CC2)nc(N2CCOCC2)n1,,373.2
CCOc1cc(C2NC(C(=O)O)CS2)cc(Br)c1OCc1ccc(C)cc1,,451.05
CCc1nnc(NC(=O)CSc2nnc(CC(C)C)[nH]2)s1,,326.1
CCn1ncc(/C=N/NC(=O)c2c(Cl)cnn2C)c1F,,298.07
CSc1cccc(NC(=O)N2CCc3ccccc32)c1,,284.1
CCC12CN3CC(CC)(CN(C1)C3c1cccnc1)C2O,,287.2
CN(C)c1oc(-c2ccc(F)cc2)nc1S(=O)(=O)c1ccc(Cl)cc1,,380.04
COc1ccc(C2CC(=O)Nc3cc4c(cc32)OCCO4)c(OC)c1OC,,371.14
CCOC(=O)CCNC(=O)NC1CCCCC1C,,256.18
CCn1nc(C)c(S(=O)(=O)N2CCNCC2)c1C,,272.13
CCCCN(CC)c1nc(-c2ccco2)c2c(c1C#N)CC(C)(C)OC2,,353.21
O=C(Nc1ccc(I)cc1)Nc1cccs1,,343.95
COc1ccccc1OCCn1c2ccccc2c2nc3ccccc3nc21,,369.15
Cn1ccnc1SCC(=O)NC1CCCCC1,,253.12
CC(C)(C)c1ccc(-c2nn3c(C4COc5ccccc5O4)nnc3s2)cc1,,392.13
O=C(COC(=O)C12CC3CC(CC(C3)C1)C2)c1ccc(Br)cc1,,376.07
Cc1noc(C)c1C1CCCN1C(=O)c1cc(-c2cccs2)on1,,343.1
Clc1ccccc1CNc1nn2nnnc2c2ccccc12,,310.07
COC(=O)Cn1nnc2sc3c(c2c1=O)CCC(C(C)(C)C)C3,,335.13
O=S1(=O)C[C@H](N2CCN(c3ccccn3)CC2)[C@@H](S(=O)(=O)c2ccc(F)cc2)C1,,439.1
Cc1nc(-c2cc(S(=O)(=O)N(C)C3CCCCC3)c(C)s2)sc1C,,384.1
CN1C(=O)CSc2cnn(CC(=O)Nc3ccc4c(c3)OCO4)c(=O)c21,,374.07
CC(c1ccccc1)n1c(C2CCCO2)nc2ccccc21,,292.16
CCn1c(C)c(C(C)=O)c(N2CCN(C)CC2)nc1=S,,294.15
CC1(C)NC(=O)N(CC(O)COc2ccc(Cl)cc2)C1=O,,312.09
Cn1cnnc1C1CN(S(=O)(=O)c2ccc3c(c2)CCC3)CC12CCCCC2,,400.19
CCCN1C(=O)c2cc(C(=O)NC(C)C)nn2CC1(C)C(=O)NC1CCCC1,,389.24
CC1(CCc2ccccc2)OC(=O)N(CCc2cnc[nH]2)C1(C)O,,329.17
O=C(NC1CCOCC1)C1CCCn2c(-c3cnccn3)nnc21,,328.16
O=S(=O)(NCC12CC3CC(CC(C3)C1)C2)c1ccc2oc3ccccc3c2c1,,395.16
COCCCNC(=O)N1Cc2c(sc3c2CCCC3)-n2cccc2C1C,,373.18
CCS(=O)(=O)N[C@@H]1C[C@H]2CN(C(=O)c3ccsc3)C[C@@]2(c2nc(C)no2)C1,,410.11
COc1cc(CN2CCN(Cc3cc(OC)ccc3OC)CC2)cc(OC)c1,,386.22
c1ccc(Cc2cn3cc(-c4ccccc4)nc3s2)cc1,,290.09
O=C(NCc1ccco1)c1cc(Br)cs1,,284.95
Cc1cc(C)n2nc(SCc3ccc(Br)cc3)nc2n1,,348.0
O=C(O)C12CC3CC(C1)CC(n1ncc(Nc4ccc5c(c4)OCCO5)c(Cl)c1=O)(C3)C2,,457.14
CCOC(=O)C(CC)Sc1ncnc2sc3c(c12)CCC(C)C3,,350.11
Cc1ccc([C@@H]2C[C@H](c3ccc(OC(F)F)cc3)n3nnnc3N2)cc1,,357.14
Cc1nn(CCC(=O)N/N=C/c2cnn(C)c2C)c(C)c1Cl,,322.13
CCN(CC)CCCNc1ccc(S(=O)(=O)Cc2ccc(Cl)cc2)nn1,,396.14
CN1CCCN(S(=O)(=O)c2ccc3c(c2)CCC3)c2ccccc21,,342.14
O=C1CC(c2nc3cc(Cl)ccc3o2)CN1c1ccc(F)cc1,,330.06
O=C1c2ccccc2C(=O)N1CCCCSc1nnc2ccc3ccccc3n12,,402.12
Cc1n[nH]c(-c2ccc(S(=O)(=O)NC3CCC(C)CC3)o2)c1C,,337.15
c1cc(CNC2CCCCC2)n(-c2nnc(N3CCOCC3)s2)c1,,347.18
O=C(COC(=O)c1ccccc1I)c1ccc(Br)cc1,,443.89
Cc1ccc2c3c1C(=O)C(=O)N3C(C)(C)C=C2CSc1ncccn1,,351.1
CCCn1cnnc1C1CN(C)CC12CCN(S(=O)(=O)c1ccc(Cl)s1)CC2,,443.12
Nc1nc(CN2CCN(c3ccccc3F)CC2)nc(N(c2ccccc2)c2ccccc2)n1,,455.22
CCn1cc(NC(=O)c2c(I)cnn2C)c(C(N)=O)n1,,388.01
CC(C)Oc1ccc(C2SCC(=O)Nc3c2c(O)nn3C2CCOC(C)(C)C2)cc1,,431.19
O=c1oc(-c2ccc(-c3ccccc3)cc2)nc2ccccc12,,299.09
COCC(=O)N1CCc2c(sc3ncnc(N(C)C)c23)C1,,306.12
CCc1cc2c(cc3n2CC(C)(C(=O)NC2CCCCC2)N(CCC(C)C)C3=O)s1,,429.24
CC1CCC(c2nnc(-c3ccc4c(c3)OCO4)o2)CC1,,286.13
Cc1ccc(NS(=O)(=O)c2ccc(N3CCCCS3(=O)=O)cc2)c(C)c1,,394.1
O=C(NCc1cscn1)C1CCCN1C(=O)c1ccoc1,,305.08
CCCC12CN3CC(C)(CN(C1)C3c1cc(Br)ccc1OCC)C2=O,,406.13
Cc1cc(C(=O)N/N=C/c2ccc(F)s2)no1,,253.03
O=c1c2nnc3ncnn3c2ccn1-c1cccc2ccccc12,,314.09
COc1ccc(-n2nnnc2C2(NC3CCCCC3)CCCCC2)cc1,,355.24
Cn1ccc(NC(=O)C2C3C=CC(C3)C2C(=O)O)n1,,261.11
CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(NCCCN(C)C)s1,,451.05
Cc1noc2nc(-c3ccc(F)cc3)cc(C(F)F)c12,,278.07
Cc1ccccc1[N+]1=C2CCCCCN2C(O)(c2ccccc2)C1,,321.2
Cn1cnc(C(=O)N2CCn3nc(C(=O)NC4CCCC4)cc3C2)c1,,342.18
O=C(c1ccccc1)c1ccc2nc(CSc3nc4ccccc4o3)[nH]c2c1,,385.09
Cc1sc(-c2ccno2)cc1S(=O)(=O)N(Cc1ccco1)C1CCCCC1,,406.1
O=C(Nc1ccc(OCc2cc(=O)n3cc(Cl)ccc3n2)cc1)Nc1ccc2c(c1)OCO2,,464.09
COc1cc(-c2c(C#N)c(=O)oc3cc(O)ccc23)cc(OC)c1OC,,353.09
CCN1CCC(CC(=O)N2CCC(CN3CC(COC)CC3=O)CC2)CC1,,379.28
CCn1ncc(S(=O)(=O)N2CCCCCC2)c1F,,275.11
Cn1c(=O)[nH]c(O)c(C2=Nc3ccccc3SC(c3ccccc3)C2)c1=O,,379.1
CC(C)CCNC(=O)N1CCCC1c1cccs1,,266.15
CSc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCCC3)cc1,,333.09
COc1cccc(CN2CCN(c3nc4ncccc4o3)CC2)n1,,325.15
CN1C(=O)CC(C(=O)Nc2ccc(I)cc2)S/C1=N\c1ccc(F)cc1,,482.99
CC(=O)CSc1nnc2cc(C)c3cc(C)cc(C)c3n12,,299.11
O=C(NCC(c1ccco1)N1CCCCC1)C12CC3CC(CC(C3)C1)C2,,356.25
COc1cc(OC)cc(-c2nn3c(-c4ccncc4)nnc3s2)c1,,339.08
Cc1c(C(=O)OC2CCCC2C)[nH]c2c1C(=O)CC(c1ccc(C(C)(C)C)cc1)C2,,407.25
Brc1cccc(-c2nnn3c2nc(N2CCc4ccccc42)c2ccccc23)c1,,441.06
CCn1ncc(Br)c1CNS(=O)(=O)c1ccc(Br)s1,,426.87
Fc1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,,328.16
CCCS(=O)(=O)c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)nn1,,380.11
O=C1CC(c2nc(-c3ccc4c(c3)nnn4C3CCCC3)no2)CN1C1CCCC1,,406.21
CCSc1nnc(NC(=O)CSc2nc3c(c(=O)n2CCOC)SCC3)s1,,445.04
Cc1csc(-c2cc(S(=O)(=O)NC3CCCCC3)c(C)n2C)n1,,353.12
CCC12CN3CC(C)(CN(C1)C31C(=O)N(C)c3ccccc31)C2=O,,325.18
O=C(NC1c2ccccc2Oc2ccccc21)OCc1ccccc1,,331.12
CCNc1nc(N2CCCCCC2)nc(-n2cnc(SC)n2)n1,,334.17
Cc1nnsc1C(=O)Nc1cc(C)n(CC(F)F)n1,,287.07
O=C(O)C1C2C=CC(C2)C1C(=O)N1CCN(S(=O)(=O)c2cccs2)CC1,,396.08
CCC(Cc1ccccc1)Nc1nn2nnnc2c2ccccc12,,318.16
CN(C)c1oc(-c2ccc(Cl)cc2)nc1S(=O)(=O)c1ccc(F)cc1,,380.04
O=C(CCC[C@H]1NC[C@@H]2C[C@H]1CN(C(=O)c1ccco1)C2)N1CCCC1,,359.22
Cc1ccc(NC(=O)C2(C)Oc3cccnc3N(C(C)C)C2=O)c(C)c1,,353.17
CCOC(=O)c1c(C)oc2nc(C)nc(NCCC(C)C)c12,,305.17
Brc1ccc2c(c1)c1nc3ccccc3nc1n2CCN1CCOCC1,,410.07
O=C(CSC1=NC2(CCCC2)N=C1c1cccs1)NC1CCCCC1,,375.14
Cc1noc(-c2c(C)[nH]c(C)c2S(=O)(=O)Nc2ccc3c(c2)OCCO3)n1,,390.1
CSc1ccc(Cn2cccc2C2=NC(CSCc3ccccc3C)CO2)cc1,,422.15
CCCC12CN3CC(C)(CN(C1)C3c1c[nH]c3ccccc13)C2=O,,323.2
CN(C)C(=O)CSc1nc2sc3c(c2c(=O)[nH]1)CCCC3,,323.08
O=C1CC(c2cc3c(cc2Cl)OCO3)c2ccc3ccccc3c2N1,,351.07
O=S(=O)(c1ccc(Br)cc1)N1CCN(C23CC4CC(CC(C4)C2)C3)CC1,,438.1
Cc1nn(CC(=O)n2cc(Cl)cn2)c(C)c1I,,363.96
COc1cc(OC)cc(-c2noc(CSc3ccc(-c4ccccc4)nn3)n2)c1,,406.11
CC(C)(C)OC(=O)N1CCC2(CC1)C(=O)Nc1ccc(Cl)cc12,,336.12
N=c1c2c(ncn1CCCO)Oc1c(ccc3ccccc13)C2c1ccco1,,373.14
COc1ccc(N2C(=O)C3C4CC5C6(C)CCCC(C)(C(=O)O)C6CCC5(C=C4C(C)C)C3C2=O)cc1,,505.28
CCCN(CCC)S(=O)(=O)c1cc(-c2nc(C)cs2)sc1C,,358.08
CCSc1nnc2c(n1)OC(c1c[nH]nc1-c1ccccc1)Nc1ccccc1-2,,402.13
O=C(NC1CCCCC1)c1cc2cn(C3CCCC3)cc2s1,,316.16
CCOc1cc2c(cc1OCC)C(c1ccc(C(C)C)cc1)NCC2,,339.22
Cn1cc(C(=O)CC2OC(=O)c3ccccc32)cn1,,256.08
O=C(Nc1nnc(S(=O)(=O)N2CCCCCC2)s1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,,424.16
Cc1cc(C)c(/C=N/Nc2nc(N3CCCC3)nc(N3CCCC3)n2)c(C)c1,,379.25
CCCCN(CC)C(=O)C1CCN(C(=O)C(C)(C)C)CC1,,296.25
O=C(Nc1ccc2c(c1)OCCO2)Nc1ccccc1SCc1cc(=O)n2ccccc2n1,,460.12
COC(=O)c1cc2occc2n1Cc1nc(-c2cccs2)oc1C,,342.07
COCc1nc2ccccc2n1CCOc1ccc2ccccc2c1,,332.15
O=C(C1CCCn2c(-c3cnccn3)nnc21)N1CCCCC1,,312.17
Cn1c(=O)[nH]c2nnc(-c3ccc(Cl)cc3)nc2c1=O,,289.04
Cc1cc(C2CCCN2C(=O)NC2CCCCC2)on1,,277.18
CCN(CC)CCNC(=O)C1(O)c2cc(Br)ccc2NC(=O)N1c1ccc(C)c(C)c1,,488.14
CSc1nc(-c2ccccc2)c(C#N)c(N(CCO)CCO)n1,,330.12
CCCCN1C(=O)c2cc(C(=O)NC(C)C)nn2CC1(C)C(=O)NC1CCCC1,,403.26
Cc1cc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2NCc2ccc3c(c2)OCO3)ccc1F,,441.07
CCn1cc(I)c(C(=O)O)n1,,265.96
Brc1ccc(-c2nc(-c3ccc4c(c3)nnn4C3CCCC3)no2)o1,,399.03
CN1CC(=O)N(C)[C@@H]2CN(S(=O)(=O)c3ccc(Cl)s3)CC[C@@H]2C1=O,,391.04
COc1ccc2c(c1)c(=O)oc1cc3occ(-c4ccc(Br)cc4)c3cc12,,420.0
CCCC12CN3CC(CCC)(CN(C1)C3(C)Cc1ccccc1)C2=O,,340.25
CN(C)C(=O)NCc1nnn2c1COC1(CCCN(C(=O)c3cncn3C)C1)C2,,402.21
O=C(NCCc1cccs1)C1CCC(Cn2c(=O)[nH]c3ccsc3c2=O)CC1,,417.12
CSc1nc2ccc(NS(=O)(=O)c3ccc(F)cc3F)cc2s1,,371.99
c1ccc(-c2nn3c(-c4ccco4)nnc3c3ccccc23)cc1,,312.1
CCn1ncc(NC(=O)C(C)n2ncc(Cl)c2C)c1C(=O)Nc1cnn(C)c1C,,418.16
COC(=O)Cn1ncc(N2CCOCC2)c(Cl)c1=O,,287.07
CC(C)CC1NC2(C(=O)N(Cc3ccccc3F)c3ccccc32)C2C(=O)N(Cc3ccccc3)C(=O)C12,,511.23
CCSC1=NC2(CCN(S(=O)(=O)c3ccc(C)cc3)CC2)N=C1c1ccc(C)c(C)c1,,455.17
CCn1c(SCc2nc3ccccc3[nH]2)nc2ccccc21,,308.11
COc1cc(-c2nnc(-c3cc4nc(C(F)F)cc(C(F)F)n4n3)o2)ccc1OC(F)F,,459.08
Cc1ccsc1/C=N/NC(=O)C12CC3CC(CC(C3)C1)C2,,302.15
CN(C)S(=O)(=O)N1CCC2(CC1)CN(Cc1ccccc1)CC2c1nncn1C,,418.22
O=C1c2ccccc2C(=O)N1Cc1nc2ccccc2c(=O)n1N(c1ccccc1)c1ccccc1,,472.15
CCOc1ccc(C2C(C(=O)OC(C)(C)C)C(=O)CC(C)(O)C2C(=O)OC(C)(C)C)cc1,,448.25
Cc1noc(C)c1C(=O)N1CCCC2(CCOCC2)C1C(N)=O,,321.17
CCNc1nc(N2CCCCC2)nc(-n2cnc(SC)n2)n1,,320.15
CCCn1nc(C)c(S(=O)(=O)N(C)Cc2cn(C)nc2C)c1C,,339.17
Cn1c(SCC(=O)Nc2ccc3c(c2)OCCO3)nc2c(c1=O)SCC2,,391.07
Cc1cc2c(cc1C)C(c1cc3c(cc1Cl)OCO3)CC(=O)N2,,329.08
COc1cc(Br)cc2c1Oc1nc(-c3ccccc3)nc(SC)c1C2,,414.0
CN(C)C(=O)c1cc2c(s1)CCC(C(=O)NCC1CCCCC1)C2,,348.19
O=S(=O)(c1ccc(Cl)cc1)N1CCC(N2CCCC2)CC1,,328.1
COC(=O)c1nnsc1NC(=O)C1CC(=O)N(Cc2ccco2)C1,,350.07
Cc1ccc([N+]2=C3CCCCCN3C(O)(c3ccc(F)cc3)C2)cc1,,339.19
c1cc2c(cc1-c1noc(C34CC5CC(CC(C5)C3)C4)n1)nnn2C1CCCC1,,389.22
O=S(=O)(c1ccccc1)c1nnn2c1NCc1sccc1-2,,318.02
CCc1nnc(-c2cc(S(=O)(=O)NCCN(C)C)c[nH]2)o1,,313.12
CNc1nc(Nc2ccccc2Cl)nc2ccccc12,,284.08
CCn1cc(Br)c(C(=O)N/N=C/c2cnn(CC)c2F)n1,,356.04
CCOc1cc(C(=O)O)cc(I)c1OCC(=O)O,,365.96
O=C1NC(c2ccc(Br)cc2)Oc2ccccc21,,302.99
CC(C)Cn1cnnc1C1CN(S(=O)(=O)c2cccs2)CC12CCOCC2,,410.14
O=C(NC1CCCCCCC1)c1cnc2sc3c(n2c1=O)CCCCC3,,373.18
Fc1ccc(N2CCN(c3c4c(nc5ncnn35)CCC4)CC2)cc1,,338.17
CCC1(C)Cc2c(sc3nc(SC)nc(SCC(N)=O)c23)CO1,,369.06
CCn1/c(=N\c2ccc(C)cc2)ccc2cc(C)ccc21,,276.16
Cc1ccsc1CCNS(=O)(=O)c1ccc(-c2onc(C)c2C)s1,,382.05
Cn1/c(=N\N=C\c2ccc(Br)cc2)sc2ccccc21,,344.99
COc1ccc(OCCN[C@H]2CS(=O)(=O)C[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)cc1,,459.06
O=C(CSc1nnc(-c2ccco2)o1)c1ccc2c(c1)OCCO2,,344.05
CC1CC2(CCCC2)N2C(=O)C3(NC(=O)c4ccccc4N3)c3cc(F)cc1c32,,391.17
CN(CCCNC(=O)CC1CCN(C(=O)C2CCCCC2)CC1)C1CCCCC1,,405.34
