SMILES,Name,MolWeight
COc1ccc(OC)c2[nH]c(SCC(=O)NC3CCSC3=O)nc12,8018-7527,367.07
O=S(=O)(c1c[nH]cn1)N1CCC(n2cnnc2-c2ccccc2)C1,P944-4494,344.11
N#CCCOC1(C#CCN2CCCC[C@H]2c2cccnc2)CCCCC1,8016-6803,351.23
CC1CCc2c(sc3ncn4nc(-c5ccnn5C(F)F)nc4c23)C1,Y502-1188,360.1
CN(C)CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1CC(O)COc1ccccc1,7706-0350,416.22
CCCCS(=O)(=O)N1CCN(c2nc3nc(C)ccc3o2)CC1,D568-1150,338.14
O=C(CN1C(=O)CSc2cccn2-c2ccccc21)NC1CCCC1,G596-0083,355.14
CSc1sc(C)cc1C1=NOC(c2ccccc2)C1,8017-6844,289.06
O=C(C1CCCN(c2nnc(-n3cccc3)s2)C1)N1CCC(N2CCCCC2)CC1,E958-0308,428.24
CC1CC(C)CN(S(=O)(=O)c2cc(Cl)ccc2Cl)C1,Y031-8555,321.04
Cc1nn(-c2ccc3nnc(C)n3n2)c2c1C(c1cc(F)cc(F)c1)CC(=O)N2,J081-0980,395.13
O=c1oc2c3c(ccc2c2c1CCC2)OCN(CCCc1ccccc1)C3,E754-0626,361.17
CCCOC(=O)Cn1nnc2sc3c(c2c1=O)CCCC3,6197-5914,307.1
CCn1ccc(C(=O)N2CC(F)(F)C[C@H]2Cn2cc(C(=O)NC)nn2)n1,SB36-0155,367.16
COc1ccc(OC)c(-n2c(-c3ccc4ccccc4n3)n[nH]c2=S)c1,8013-0562,364.1
CCN1C(=O)C(O)(CC(=O)c2ccc(C(C)C)cc2)c2cc(Br)ccc21,5056-0079,415.08
CN1CCN(C(=O)C2CN(S(=O)(=O)c3cccs3)CC23CCCC3)CC1,J500-0555,397.15
CC(C)(C)C1CCc2c(sc3nc(-c4ccccc4)c(-c4ccccc4)n23)C1,C767-0064,386.18
CCCCNC(=O)NC(C)c1ccc(Cl)s1,Y207-0388,260.08
Nc1nc(CN2CCN(c3ccc(F)cc3)CC2)nc(Nc2cccc3ccccc23)n1,Y020-6674,429.21
COc1cc(Br)c(-c2c(-c3ccccc3Cl)cn3ccc4cc(OC)c(OC)cc4c23)cc1OC,8018-4529,551.05
COCCNC(=O)c1cc2n(n1)CC(C)(C(=O)NC1CCCC1)N(C)C2=O,E852-0094,377.21
CCCCSc1oc(-c2ccco2)nc1S(=O)(=O)c1ccccc1,C176-0360,363.06
Cc1c(Br)cnn1CC(=O)NCCn1cc(Br)cn1,Y500-2354,388.95
CCc1nc2cc(-c3noc(-c4ccc(C)c(F)c4)n3)ccc2o1,M416-0555,323.11
c1ccc(-n2ncc3c(N4CCN(C5c6ccccc6-c6ccccc65)CC4)ncnc32)cc1,0879-0015,444.21
Cn1c(=O)c2nc(SCc3ccc(Cl)c(Cl)c3)n(C)c2n(C)c1=O,G856-8532,384.02
Cc1cc(C)c(S(=O)(=O)NC2CCC(C(C)(C)C)CC2)c(C)c1,Y207-4535,337.21
COc1ccc(OCCCCCCc2c(C)n[nH]c2C)cc1,5813-1531,302.2
O=C(NN1C(=O)c2ccccc2C1=O)c1ccc2c(c1)C(=O)N(CC1CCCO1)C2=O,8009-6282,419.11
CSc1ccc(CN2CCC(N3CCCCCC3)CC2)cc1,Y511-1186,318.21
Cn1ncc(NC(=O)CCCC(=O)O)c1C(N)=O,Y500-7064,254.1
Brc1ccccc1-c1nnc2sc(-c3ccccn3)nn12,D064-0021,356.97
CCCCNc1nc(Oc2ccc(=O)n(C)n2)nc(N(CC)CC)n1,D163-0007,347.21
COCCn1nc(-c2cocn2)c2c1CCN(C(=O)CN1CCOCC1)C2,SD01-0162,375.19
O=C1Nc2ccccc2C(O)(C(=O)NC2CCCCCCC2)N1c1ccc(Cl)c(Cl)c1,C109-0024,461.13
COc1cc(NS(=O)(=O)c2cc(F)ccc2F)cc(OC)c1,Y207-3932,329.05
c1ccc(-c2ccc(SCc3nc(-c4cccs4)no3)nn2)cc1,F840-0025,352.05
Cc1ccccc1C(O)(c1ccccc1C)C1CN2CCC1CC2,Y700-0951,321.21
Cc1cnc(C(=O)N2C[C@@H](F)C[C@H]2Cn2cc(C(=O)N3CCCC3)nn2)cn1,SB21-1170,387.18
O=C(c1ccco1)N1CCN(C(=O)C2CCN(c3nnc(N4CCCCC4=O)s3)CC2)CC1,G397-1609,472.19
Clc1ccc(-c2noc3ncnc(Nc4ccc5c(c4)OCCO5)c23)cc1,C660-0703,380.07
CC(C)Cn1cnnc1C1CN(C(=O)c2cn[nH]c2)CC12CCCCC2,SC68-1997,356.23
CC(=O)c1ccc2c(=O)n3c4ccccc4nc3c3cccc1c23,0401-0023,312.09
Brc1ccc(CSc2nnc(-c3cccs3)o2)cc1,D344-9368,351.93
CCCCC12CN3CC(C)(CN(C1)C3c1ccc(OC)c(OC)c1)C2=O,D171-0151,358.23
CC(CC(=O)Nc1cc(F)ccc1F)S(=O)(=O)c1ccc2c(c1)NC(=O)CCS2,L705-0396,440.07
CCN(CC)CCNS(=O)(=O)c1cc(-c2cc(C)n[nH]2)sc1C,M333-0098,356.13
COc1c2c(cc3c1C(c1ccccc1)=NC(C)C3)OCO2,8020-8057,295.12
O=C1c2ccccc2C(=O)N1CCCn1c2ccc(Br)cc2c2nc3ccccc3nc21,6706-0167,484.05
Cc1ccc(N2CCC(NC(=O)Nc3ccc(C)cc3C)C2=O)cc1,P315-0170,337.18
Clc1ccc(CSc2nnc3c(n2)OC(/C=C/c2ccco2)Nc2ccccc2-3)cc1,6753-0841,448.08
Cc1c(C(=O)N(C(C)C)C2CCCCC2)sc2nc3n(c(=O)c12)CCCC3,E213-0837,387.2
CCn1nc(C)c(CN(C)C(=O)c2nn(C)cc2I)c1C,Y500-2231,401.07
Cc1ccc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2N2C[C@H](C)C[C@H](C)C2)cc1,D470-1864,385.14
O=C(NCCN1CCOCC1)C1CCCn2c(-c3cnccn3)nnc21,SC25-1025,357.19
O=C1CC(c2ccc3c(c2)OCO3)c2scc(-c3ccc(F)cc3)c2N1,J025-1415,367.07
CCOc1cc2c(cc1OCC)-n1cccc1C(c1ccc(C#N)cc1)NC2,8014-2350,373.18
Cc1noc(-c2ccc(S(=O)(=O)N3CCCCC3)s2)c1C,L464-0605,326.08
Cn1c(=O)c2c(nc(Sc3ncnn3CC(=O)NC3CCCCC3)n2C)n(C)c1=O,8013-5550,432.17
O=C1C2C(Cc3ccccc3)NC(c3ccc(Cl)cc3Cl)C2C(=O)N1c1ccccc1,8017-9592,450.09
Brc1ccc2[nH]cc(/C=N/Nc3ccc4nnc(-c5ccccc5)n4n3)c2c1,8016-1456,431.05
COCCN(C)S(=O)(=O)c1cc2c(cc1Oc1ccccc1)Oc1ccccc1NC2=O,J030-0624,454.12
CCCCCCc1c(C)nc(N2CCN(C)CC2)[nH]c1=O,Y020-1597,292.23
O=C(CCC1CCCC1)N1CCC(O)(Cn2cc(C(=O)N3CCOCC3)nn2)CC1,SB11-0173,419.25
Cc1oc(-c2ccc(Cl)cc2)nc1CSc1nc2ccncc2[nH]1,C875-0064,356.05
O=S(=O)(NC1C2CC3CC(C2)CC1C3)c1ccccc1F,Y207-5294,309.12
COC(=O)c1sc2ccc(NC(=O)Nc3cc(OC)ccc3OC)cc2c1OC,L311-0286,416.1
c1ccc2c(c1)c1ccccc1n2CCOCCN1CCCCC1,8360-0110,322.2
Cc1cc2ncn(S(=O)(=O)c3ccc(C(C)C)cc3)c2cc1C,8013-5487,328.12
O=C(Cn1nc(C(F)F)cc1C(F)F)NCC1CCCO1,Y509-5079,309.11
CC(=O)NC1=NN(C(C)=O)C2(S1)C(=O)N(CCCOc1ccccc1)c1ccccc12,D436-0054,438.14
Cn1c(CN2CC(c3ccccc3)CC2=O)nn([C@@H]2CC(=O)[C@H]3OC[C@@H]2O3)c1=S,8016-8911,414.14
O=S(=O)(c1cccs1)N1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1,Y205-7058,439.95
O=C1CC(NC23CC4CC(CC(C4)C2)C3)C(=O)N1c1ccc(Br)cc1,8412-1209,402.09
CCCc1cc(C(N)=O)c(NC(=O)c2ccco2)s1,Y205-3516,278.07
Cc1cc(C)nc(SCCC(=O)OCN2C(=O)c3ccccc3C2=O)n1,Y511-2281,371.09
CCOC(=O)N1CCc2c(sc3c2C(O)=NC(c2cc4c(cc2Br)OCO4)N3)C1,6540-0131,479.02
Cc1cc(C)n(Cc2c(C(=O)N3CCC(c4n[nH]c5c4COCC5)C3)noc2C)n1,SD63-0112,410.21
Nc1nc(CN2CCN(c3ccccc3F)CC2)nc(Nc2ccc(F)cc2)n1,Y020-0754,397.18
O=C(CSc1ccc(Cl)cc1)OCc1cc(=O)n2ccsc2n1,G265-0406,365.99
COc1cc(-c2noc(C3CC(=O)N(c4ccc5c(c4)OCCO5)C3)n2)cc(OC)c1OC,G229-0416,453.15
CC(C)CNC(=O)N1CCC(OC2CCN(S(C)(=O)=O)CC2)CC1,S330-5330,361.2
CCc1c(C)sc2ncn3nc(-c4c(Cl)c(C)nn4C)nc3c12,Y502-9070,346.08
NC(=O)c1c(NC(=O)c2ccc(-c3cc4ccccc4oc3=O)cc2)sc2c1CCC2,7840-5243,430.1
O=S(=O)(c1ccc2c(c1)CCC2)N1CCC(n2c(-c3ccco3)nc3cccnc32)C1,P297-4800,434.14
O=C(c1cccs1)N1CCN(c2cc(-c3cccs3)n[nH]2)CC1,P804-1076,344.08
CCOc1cccc(C2Nc3ccc(Br)cc3-c3nnc(SC)nc3O2)c1,5704-0110,444.03
O=S1(=O)C[C@@H]2SC(N(Cc3c(F)cccc3Cl)c3ccccc3F)=N[C@@H]2C1,C998-1023,428.02
Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1ccc2c(c1)OCO2)OCC3(C)C,D280-0393,459.18
O=S(=O)(c1ccc2nc(N3CCc4ccccc43)ccc2c1)N1CCCCC1,F052-0062,393.15
CCCOc1ccc(Oc2nc(N(C)C)nc(N3CCCC3)n2)nn1,D179-0203,345.19
COc1cc(CN2CCN(S(C)(=O)=O)CC2)cc(OC)c1OC,Y511-2973,344.14
CCC(C)Sc1nnc(NC(=O)C2CCCN(C(=O)N(C)C)C2)s1,Y032-4530,371.14
Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1,Y513-0288,377.9
CCOC(=O)Cn1ncn2c(c(-n3cccc3)c3c4c(sc32)CCCC4)c1=O,C793-0240,396.13
CC(=O)NCCOc1nc(N2CCOCC2)nc(N2CCOCC2)n1,D187-0009,352.19
Cc1cc(N2CCC(NC(=O)Nc3cc(F)cc(F)c3)C2=O)ccc1F,P315-0947,363.12
Cc1nc(O)[nH]c(=O)c1S(=O)(=O)NCCC(C)C,D668-0331,275.09
COc1ccccc1-c1nnc2sc(-c3cc(OC)c(OC)c(OC)c3)nn12,D064-0127,398.1
CC(NC(=O)c1c(I)cnn1C)C1CCCO1,Y501-9883,349.03
CCCCSC1=NC(c2cccc(Cl)c2)C2(C(=O)NC(=O)NC2=O)C(c2cccc(Cl)c2)N1,C202-0397,504.08
CCc1nc(-c2cc(S(=O)(=O)NC3CCCCCC3)c(C)s2)cs1,M351-0253,384.1
C(=N/c1ccc2c(c1)oc1ccccc12)\c1ccncc1,8007-8330,272.09
Brc1cnn(Cc2nc3c4ccccc4ncn3n2)c1,Y502-7343,328.01
Cc1ccc2c(c1)Oc1cc(Oc3ccc(C)c(C)c3)c(S(=O)(=O)N3CCOCC3)cc1C(=O)N2,J030-1364,494.15
O=C(NCc1cccs1)C1CCc2sc(C(=O)N3CCCC3)cc2C1,T408-0640,374.11
Fc1ccc(Cn2c(C3CCCO3)nc3ccccc32)cc1,8019-2326,296.13
Oc1c(Br)cc(Cl)cc1Br,0809-0025,283.82
CCCCc1c(C)nc(N2CCN(C)CC2)[nH]c1=O,Y021-6218,264.2
O=c1oc2ccccc2c(NC2CCCC2)c1NS(=O)(=O)c1cccc2nsnc12,F555-0134,442.08
O=C(Nc1nnc(C23CC4CC(CC(C4)C2)C3)s1)c1cccs1,3086-0061,345.1
Cc1oc(-c2ccno2)cc1S(=O)(=O)NCc1ccc2c(c1)OCO2,F315-0466,362.06
COCCN1C[C@@H]2CN(Cc3ccc(F)c(F)c3)C(=O)N2[C@@H](CC(C)C)C1=O,SB42-0425,395.2
CCCSc1nc2sc3c(c2c2nnc(SCC(N)=O)n12)CC(C)(C)OC3,8640-0026,423.09
FC(F)Oc1ccc(-c2ccnc3ccnn23)cc1,Y501-9864,261.07
Cc1cc(C)n(CCC(=O)N2CC(C(=O)N(C)C)C3(CCCC3)C2)n1,J500-0812,346.24
O=C(O)CC12CC3CC(C1)CC(n1ncc(Nc4ccc5c(c4)OCCO5)c(Cl)c1=O)(C3)C2,C301-1773,471.16
COc1ccc(Br)cc1C1CC(=O)Nc2cc3c(cc21)OCO3,C276-0248,375.01
CS(=O)(=O)N1CCC(c2noc(CNC3CCCC3)n2)CC1,SC18-0153,328.16
O=C(NCCN1CCCCC1)c1cn(CC2(O)CCNCC2)nn1,SB11-0298,336.23
CCCS(=O)(=O)c1nc2ccc(NS(=O)(=O)c3ccc(Br)s3)cc2s1,M071-0460,479.89
CN1C(=O)C2(c3ccccc31)N1CC3(C)CN2CC(C)(C1)C3,8017-4122,297.18
CCn1cc(NC(=O)c2c(Cl)c(C)nn2C)c(C(N)=O)n1,Y500-1679,310.09
Cc1ccc(C)c(CN(Cc2ccc(F)cc2)CC(O)COCc2ccco2)c1,V018-0719,397.21
O=C(O)CN1C(=O)c2cccc3c(Br)ccc1c23,3888-1106,304.97
O=S(=O)(c1ccccc1)c1nc(-c2ccccc2F)oc1NCCCn1ccnc1,D072-1643,426.12
O=C(Cn1nc2n(Cc3cccs3)c(=O)c3sccc3n2c1=O)NC1CCCCC1,L397-0511,443.11
Cc1ccc(CN2CCN(C3CCN(S(=O)(=O)c4ccc(C)c(C)c4)CC3)C2=O)cc1,F999-0122,441.21
CC(=O)Nc1ccc(NC(=O)CCN2C(=O)c3ccccc3N3C(=O)c4ccccc4C23)cc1,Y042-7200,454.16
COc1ccc(C2C(C(=O)OC(C)(C)C)C(=O)CC(C)(O)C2C(=O)OC(C)(C)C)cc1OC,5340-2736,464.24
Cc1cc(C(=O)N[C@@H]2C[C@H]3CN(C(=O)C(C)C)C[C@@]3(c3nc(C)no3)C2)[nH]n1,SB75-1151,386.21
c1ccc2cc(OCCN3CCOCC3)ccc2c1,0180-0330,257.14
Clc1ccc(/C=N/Nc2nnc3c(n2)[nH]c2ccccc23)cc1,1348-1045,322.07
CS(=O)(=O)N1CCC(OC2CCN(C(=O)CCC3CCCC3)CC2)CC1,S330-5276,386.22
Cc1ccc(N2C(=O)N[C@H]3C[C@]2(C)Oc2ccc(Br)cc23)cc1C,C200-0307,386.06
Fc1ccccc1Cc1cn2cc(-c3ccccc3)nc2s1,7575-0009,308.08
COC(=O)c1sc(NC(=O)CSc2ncnc3sc4c(c23)CCC4)c(C(=O)OC)c1C,4112-4286,477.05
O=C(Cn1nc2c(N3CCSCC3)nccn2c1=O)NCCC1=CCCCC1,M460-3719,402.18
O=S(=O)(Nc1ccc2c(c1)CCCN2S(=O)(=O)c1cccs1)c1cccs1,G505-0198,440.0
CCCCCc1c(C)nc(N2CCN(C)CC2)[nH]c1=O,Y020-2388,278.21
COc1ccc(-c2noc(-c3c(SC)n[nH]c3N)n2)cc1,F071-0093,303.08
Cc1nn(S(=O)(=O)c2ccc(Cl)cc2)c(C)c1S(=O)(=O)N1CCOCC1,G680-0540,419.04
N#Cc1c(N)nc2c(c1N)C(c1ccc(F)cc1)c1ccc3ccccc3c1O2,8020-2649,382.12
Cc1n[nH]c([C@@H]2C[C@H](NC(=O)CC(C)C)CN2C(=O)C2(C)CCCCC2)n1,SB18-0123,375.26
Cc1ccc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,D470-1869,492.14
Brc1cnn(Cc2nnc(Nc3ccn(Cc4ccccc4)n3)s2)c1,Y509-6961,415.02
Cc1oc2nc[nH]c(=O)c2c1C(=O)NCCc1cnc[nH]1,E947-3022,287.1
CCOC(=O)CN1C(=O)C2(NC(CCSC)C3C(=O)N(c4cccc(Cl)c4)C(=O)C32)c2ccccc21,8015-7354,527.13
CC1(C)CCCC(C)(C#CCN2CCCCC2c2cccnc2)O1,8018-0870,326.24
O=S(=O)(NCc1cccs1)c1ccc(I)cc1,8017-2637,378.92
COC(=O)CSc1nnc2c3c4c(sc3nc(C)n12)CCCC4,6280-0755,348.07
Cc1nn(-c2ccc3nncn3n2)c2c1C(c1ccc(O)cc1)CC(=O)N2,D361-0309,361.13
CC(C)c1n[nH]c(C2CN(C(=O)C3CCCCC3)CC23CCCC3)n1,SC46-0772,344.26
CSc1nc(NCc2ccco2)c(C#N)c(-c2ccc(Cl)cc2)n1,D490-0288,356.05
COc1ccccc1C1NC(=O)NC2=C1CCc1ccccc12,8011-8278,306.14
Cc1c(C(=O)c2ccc(F)cc2)c(=O)n(C)c(=O)n1C,8020-1498,276.09
Nc1nonc1-c1nc2ccccc2n1Cc1ccccc1Br,8015-0540,369.02
CC1CCN(S(=O)(=O)c2ccc3nc(N4CCCC4)ccc3c2)CC1,F052-0469,359.17
COCc1nnn2c1COC1(CCN(C(=O)CCc3c(C)noc3C)CC1)C2,SC40-0120,389.21
Cc1ccsc1C(=O)N[C@H]1Cc2cc(C(=O)NC(C)C)nn2C1,SB70-0752,332.13
O=S(=O)(c1ccccc1)c1nc(-c2ccc(Cl)cc2)oc1NCC1CCCO1,D072-1507,418.08
c1ccc2c(c1)c(Nc1ccc(C34CC5CC(CC(C5)C3)C4)cc1)nn1nnnc21,C301-5474,396.21
CC(C)CN1CC(=O)N2CCCN(C(=O)c3cn(C)cn3)CC2C1=O,SD67-0221,347.2
COCCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(C(C)(C)C)cc1)C2,C276-0292,383.21
CSc1ccc(CNC(=O)C2CCN(c3nn4c(=O)c5c(nc4s3)CCCC5)CC2)cc1,L245-0164,469.16
Fc1ccc(Cc2nc(-c3ccc4c(c3)nnn4C3CCCC3)no2)cc1,G944-0656,363.15
CC(=O)COC(=O)c1ccc(N2C(=O)c3ccc(Oc4ccc(Br)cc4)cc3C2=O)cc1,Y511-8406,493.02
CCOc1ccc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2N2CCN(c3ncccn3)CC2)cc1,D470-2333,466.13
CCSc1nnc(C(F)F)n1NC(=O)c1nn(C)cc1Br,Y500-8165,379.99
Cc1noc(-c2cc(S(=O)(=O)NC3CCCCC3)c(C)s2)c1C,F902-0433,354.11
Cn1c2c(c(=O)n(C)c1=O)CN(CCN1CCN(c3ccccc3)CC1)CN2,C612-1329,384.23
COc1cc(NC(=O)NC2CCN(c3ccc(F)cc3)C2=O)cc(OC)c1,P315-0537,373.14
CC(=O)Nc1nnc(SCC(=O)Nc2sc3c(c2C#N)CCCC3)s1,Y502-3810,393.04
c1cncc(CN2CCN(Cc3cccnc3)CC2)c1,Y511-4919,268.17
Cc1nc2c3c(ncn2n1)Oc1ccc2ccccc2c1C3c1ccco1,Y512-9638,354.11
CCCN1C(=O)c2cc(C(=O)NCCOC)nn2CC1(C)C(=O)NC1CCCC1,E852-4299,405.24
CCOc1cc(CNC(C)c2ccccc2)ccc1OCC(C)C,Y510-8794,327.22
CN(C1CCCC1)S(=O)(=O)c1cc2c(cc1Cl)Oc1ccccc1NC2=O,J030-1261,406.08
Cn1c(SCC(=O)c2ccc3c(c2)OCCO3)nnc1-c1ccc2c(c1)OCCCO2,J031-0007,439.12
Cc1cc(-c2ccc(S(=O)(=O)N3CCC(N4CCCCC4)CC3)s2)on1,G008-4273,395.13
CCC1C(=O)C(C)(C)C(=O)OC1c1cccc(Br)c1,3568-0120,324.04
CSc1nc2ccc(/N=C/c3ccc(F)cc3)cc2s1,8002-0776,302.03
Cc1ccc(Cl)cc1N1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1,C301-4452,407.15
CCn1ncc(C(=O)Nc2cnn(C)c2C(N)=O)c1C,Y500-2562,276.13
CCOc1ccc(S(=O)(=O)Nc2cc3c(c4ccccc24)OC2(C3)N(C)c3ccccc3C2(C)C)cc1,3461-1713,514.19
COc1cc(C2CC(=O)Nc3nc(N)[nH]c(=O)c32)cc(OC)c1O,7999-4518,332.11
CCN1CCN(c2nc(F)c(F)c(S(=O)(=O)CCN3C(=O)CCC3=O)c2F)CC1,8610-0483,434.12
CC(=O)N(CN1C(=O)c2ccc(Br)cc2C1=O)c1ccc(Br)cc1,0627-0075,449.92
NC(=O)c1cc(S(=O)(=O)N(Cc2ccco2)CC2CCCO2)cs1,G017-4147,370.07
O=C(CCCN1C(=O)c2ccccc2N2C(=O)c3ccccc3C12)NCC1CCOCC1,Y042-7276,433.2
Cc1ccc2c(Nc3ccc4c(c3)OCCO4)c(-c3nc(C(C)C)no3)cnc2n1,P702-0426,403.16
Cc1nn(C(=O)C23CC4CC(CC(C4)C2)C3)c(C)c1S(=O)(=O)N1CCCCC1,G680-0053,405.21
CN(C)CCNCc1ccc(-c2ccc(F)cc2)o1,J032-0158,262.15
COc1ccc(C2(C(=O)N3CCOCC3)CCOCC2)cc1,8016-0571,305.16
O=C1CN(C(=O)CSc2nc(O)c3nc[nH]c3n2)c2ccccc2N1,D585-0146,356.07
Clc1cccc(Cc2cn3cc(-c4ccccc4)nc3s2)c1Cl,7575-0013,358.01
CCCCC(C(=O)OCC(C)C)N1C(=O)C2C3c4ccccc4C(c4ccccc43)C2C1=O,3795-0568,445.23
COCCN1C(=O)CC[C@]2(C(=O)N3CCCC3)CN(C(=O)c3ccsc3)CC[C@@H]12,SB17-0905,419.19
N#Cc1cc2nnn(-c3cccc4ccccc34)c2cc1C#N,8012-6148,295.09
CC(C)NC(=O)CCc1nc2sc3c(c2c(=O)[nH]1)CCC(C(C)(C)C)C3,F145-0656,375.2
CCNc1nc(NCC)nc(SCCOc2ccc(Br)cc2)n1,5508-0001,397.06
O=S(=O)(c1ccc(Cl)cc1)c1nc(-c2ccccc2)oc1NCC1CCCO1,D072-0257,418.08
O=C(c1ccco1)N1CCN(C(=O)C2CCCN(c3nnc(-n4cccc4)s3)C2)CC1,E958-0333,440.16
Cc1ccc2c(c1)/C(=C/c1ccc3c(c1)OCO3)c1cccnc1-2,8005-3029,313.11
CNC(=O)C1CN(S(=O)(=O)c2cccs2)CC12CCCCC2,S018-0562,342.11
O=C1CSC(c2ccc(Br)cc2)c2c(O)nn(C3CCCCC3)c2N1,D068-0147,421.05
O=c1ccc(N2CCN(S(=O)(=O)c3cccc4nsnc34)CC2)nn1-c1ccccc1,F979-0389,454.09
CCc1ccc(C2CC(=O)c3c([nH]c(C(=O)OC(C)CC)c3C)C2)cc1,C276-0428,353.2
CCOC(=O)c1nc(C(C)Cn2cc(Cl)cn2)no1,Y507-3712,284.07
COc1ccccc1C1c2ccc3ccccc3c2Oc2ncn(CCCN(C)C)c(=N)c21,Y512-9217,440.22
CCSC1=NC2(CCN(S(=O)(=O)Cc3ccccc3)CC2)N=C1c1ccc(Cl)cc1,G022-0080,461.1
Cc1sc(NC(=O)C2C3C=CC(CC3)C2C(=O)O)c(C(=O)NC2CCCCC2)c1C,Y205-7945,430.19
O=S(=O)(c1cccc(F)c1)N(CCN1CCOCC1)C1CCNC1,SB91-0060,357.15
COCc1cnc2c(c1SCC(=O)Nc1cc(C)on1)c(=O)n(C)c(=O)n2C,G721-0524,405.11
CCC(=O)N1CCN(c2nc3c(s2)CC(C(=O)NC2CCCC2)CC3)CC1,T409-0536,390.21
CCCCSc1nnc2c(n1)OC(/C=C/c1cccs1)Nc1ccccc1-2,4896-2283,396.11
CC(C)CN1C[C@@H](F)C[C@H]1Cn1cc(C(=O)NC(C)C)nn1,SB21-1439,311.21
COC(=O)c1cn(-c2cc(OC)ccc2OC)cc(C(=O)OC)c1=O,Y600-2028,347.1
c1cc2c(cc1CN1CCN(Cc3csc4c3CCCC4)CC1)OCO2,E534-0043,370.17
CC(C)C1OC(c2cccc(NS(=O)(=O)c3ccc4oc5ccccc5c4c3)c2)OCC1(C)C,8014-9911,479.18
CC(Oc1ccc(C#N)cc1)C(=O)N1N=C(C(F)F)CC1(O)C(F)F,Y501-7883,359.09
O=c1c(C(c2ccc(Br)cc2)c2c(O)nc3n(c2=O)CCCS3)c(O)nc2n1CCCS2,1317-0201,534.0
CCN(CC)c1nc(N(c2ccccc2)c2ccccc2)nc(-n2cccc2)n1,8014-8679,384.21
O=C(CSc1nc2ccccc2s1)C12CC3CC(CC(C3)C1)C2,8014-2489,343.11
CCn1ncc(NC(=O)c2nn(C)c(C)c2Cl)c1C(N)=O,Y500-2381,310.09
COc1ccc(C2Cn3nnc(-c4noc(-c5ccc(OC)c(F)c5)n4)c3CO2)cc1,S439-0331,423.13
CC1=CC(C)(C)N(S(=O)(=O)c2ccc(Cl)cc2)c2ccccc21,Y021-4030,347.07
CCCCN1C(=O)C(C)(C(=O)NCc2cc(F)cc(F)c2)Oc2cccnc21,P621-1395,389.16
Cc1noc(C)c1C(=O)N1CC(c2nncn2C)C2(CCOCC2)C1,SC66-0167,345.18
CCCC12CN3CC(C)(CN(C1)C3c1cccc(Br)c1)C2=O,6030-1665,362.1
COc1cc(Cl)c(S(=O)(=O)NCCOC23CC4CC(CC(C4)C2)C3)cc1Cl,8012-8025,433.09
CCOC(=O)c1c(C)oc2nc(C)nc(N3CCN(CC)CC3)c12,E946-0532,332.18
N#Cc1ccccc1CSc1nnc2ccc3ccccc3n12,D278-1225,316.08
CC1CCC(NC(=O)c2cc3n(n2)CC(C)(C(=O)NC2CCCCCC2)N(C)C3=O)CC1,E852-0634,443.29
C(=C/c1nn2c(Cc3ccccc3)nnc2s1)\c1cccs1,D228-1037,324.05
NC(=O)C1N(S(=O)(=O)c2ccc(Cl)s2)CCCC12CCOCC2,SB49-1034,378.05
CCCN(CCC)c1sc(S(C)(=O)=O)nc1S(=O)(=O)c1ccc(C)cc1,C848-0001,416.09
O=C(C1CCOC1)N1CCN(c2nc3ncccc3o2)CC1,D568-1039,302.14
Cc1nn2c(=O)cc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)nc2s1,D353-0751,401.03
Cn1cc(C2(c3cn(C)c4ccccc34)CCN(CC3CCN(c4ccccc4)C3)CC2)c2ccccc21,S322-0117,502.31
COCCNC(=O)c1cn(C[C@@H]2CCCN2C(=O)c2cocn2)nn1,SB20-1320,348.15
Cc1ccc(-c2ccc(SCc3nc(-c4ccc(OC(C)C)cc4)no3)nn2)cc1C,C200-9175,432.16
CCc1nnc(NC(=O)CCCC(=O)OC2CCC(C(C)(C)C)CC2)s1,8017-0976,381.21
CC1COC(c2cccn2Cc2ccc(F)cc2Cl)=N1,C351-0088,292.08
CCOc1cccc2c1OCC(NS(=O)(=O)c1cccc3nsnc13)C2,F581-0213,391.07
COCc1cc(C)nc2sc(-c3nc(N)nc(N4CCCCC4)n3)c(N)c12,8019-8351,385.17
O=C1CC(Cc2ccc(Br)cc2)C(=O)N1CCc1ccc2c(c1)OCO2,N081-0770,415.04
N#Cc1c2c(c(NC3CCCCC3)n3c1nc1ccccc13)CCCC2,D724-0067,344.2
Cc1c(Br)c(C(F)F)nn1C(C)C(=O)N1CCOCC1,Y502-6072,351.04
Clc1ccc(-c2nc(N3CCN(c4ccccn4)CC3)c3ccccc3n2)cc1,G516-1278,401.14
