SMILES,Name,MolWeight
c1ccc(-c2oc3ncn4nc(CSc5nc6ccccc6o5)nc4c3c2-c2ccccc2)cc1,2730-0650,475.11
COc1cc(Br)c(CNC(C)(C)CO)cc1OC,Y511-1824,317.06
Oc1c(C(c2cccs2)N2CCC3(CC2)OCCO3)sc2nc(-c3ccco3)nn12,G857-1934,444.09
Cc1nn(C)c(F)c1/C=N/NC(=O)Cn1nc(C(F)F)cc1C(F)F,Y505-3910,364.11
CC12CN3CC(c4ccccc4)(CN(C1)C3c1ccccc1)C2=O,D210-0145,318.17
CN1CC2(CCOCC2)N(C2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)C1=O,SB30-0191,429.15
COC(=O)c1c(NC(=O)CSc2nc(C)nc3sc4c(c23)CCC4)sc2c1CCC2,4112-4235,459.07
CCN1CCN(c2nc(NC(C)C)c3cnn(C)c3n2)CC1,G414-0815,303.22
COCCn1c(SCCOc2ccccc2)nc2ccccc21,D510-0011,328.12
O=C1CC(c2ccc(Cl)cc2)c2cc3c(cc2N1)OCO3,8013-6002,301.05
CC(C)CCN1CCC(N2CCN(S(=O)(=O)c3ccc(Cl)s3)CC2)C1=O,T990-3544,419.11
N#CCOc1ccc2c(=O)c(-c3ccc(Br)cc3)coc2c1,Y041-1236,354.98
CCCCN(C)c1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CCCC3,4149-0357,411.21
O=S(=O)(c1ccc2c(c1)OCCO2)N1CCCn2nc(-c3cccs3)cc2C1,P221-1482,417.08
CC(C)c1nncn1C1CCN(C(=O)C2(c3ccccc3)CCCC2)C1,P944-4203,352.23
O=C(O)CCCC(=O)N1CCN(C23CC4CC(CC(C4)C2)C3)CC1,Y205-7608,334.23
c1ccc(-n2cc3c(c2)CCc2cn(-c4ccccc4)cc2CC3)cc1,8012-5557,338.18
Cc1noc(-c2ccc(S(=O)(=O)N3CCCC3)s2)c1C,L464-0469,312.06
Cn1c(=O)[nH]c2nnc(-c3ccc(F)cc3)nc2c1=O,D052-0137,273.07
O=S(=O)(c1ccccc1)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(N2CCCC2)s1,D206-0081,468.0
CC1(C)CC(CCOC(=O)c2ccco2)CC(C)(C)N1,8016-0741,279.18
CC(=O)NC1=NN(C(C)=O)C2(S1)C(=O)N(CC(C)C)c1ccc(Br)cc12,D436-0665,438.04
OC1(c2ccc(F)cc2)C[N+](c2ccc(Cl)cc2)=C2CCCCCN21,4551-0220,359.13
CC(C)S(=O)(=O)N1C[C@H](C(=O)NC2CCCCC2)[C@@]2(C1)OCCNC2=O,SC77-0836,387.18
Nn1c(SCC(=O)c2ccc3c(c2)OCO3)nnc1-c1ccc(Br)cc1,Y502-6051,431.99
CC1CCN(S(=O)(=O)N2CCC(C(=O)N3CCC(c4nc(C5CCOCC5)no4)CC3)CC2)CC1,S428-0998,509.27
CN(C)C1(c2nnnn2C2CCCC2)CCN(S(=O)(=O)c2cccc3cccnc23)C1,SA21-1330,441.19
COc1ccc(-c2cc(OC)c3c(C)oc(C)c3c(=O)c2)cc1OC,Y512-9866,340.13
CC(C)NC(=O)N1Cc2c(sc3c2CCCC3)-n2cccc2C1C,G281-1659,343.17
Cc1nn(C)c(C(=O)NC2=NCCS2)c1Br,Y500-3185,301.98
CCc1c(C)nc2ncnn2c1N1CCN(C)CC1,Z606-8365,260.17
O=C(Nc1ccc(I)cc1)C1CCCO1,Y204-1359,316.99
CC(C)CCNc1ncnc2c1sc1nc3c(cc12)COC(C)(C)C3,F081-0608,356.17
CCc1nnc2n1N=C(c1ccc(C)cc1)CS2,8012-9761,258.09
COC(=O)[C@H]1CN(CC(=O)O)C[C@@H]1CNC(=O)OCC1c2ccccc2-c2ccccc21,P207-9051,438.18
Cc1nn(C(F)F)c(C)c1S(=O)(=O)NC1CCCCCC1,Y503-3314,321.13
CC12CCC(C(=O)O)(c3nc4ccccc4nc31)C2(C)C,8016-5442,282.14
Cc1nc2cc(-c3noc(-c4cc(F)ccc4Cl)n3)ccc2o1,M416-0326,329.04
CCCCCn1c(SCCC(=O)O)nc2c1c(=O)[nH]c(=O)n2C,D226-0131,340.12
Brc1ccc2c(c1)CN(Cc1ccccc1)CO2,6718-0104,303.03
CN(Cc1ccnn1C)S(=O)(=O)c1cccs1,Y501-4070,271.04
Cc1cc(C)cc(N2CN=c3s/c(=C4\C(=O)Nc5c(C)cc(C)cc54)c(=O)n3C2)c1,5111-0244,418.15
CC(=O)N1[C@@H]2CC[C@H]1C[C@H](OC1CCN(S(C)(=O)=O)CC1)C2,SB48-0886,330.16
N#Cc1cnc2ccc(Cl)cc2c1Nc1ccc2c(c1)OCO2,F360-0402,323.05
COc1cc2c(cc1OC)C1CCCCC1OC2c1ccc2oc3ccccc3c2c1,8018-3798,414.18
O=C(COc1ccc(I)cc1)N1CCc2ccccc21,8012-0694,379.01
CC1CCCC(NC(=O)C2(C)Cn3c(cc4sccc43)C(=O)N2Cc2cccs2)C1C,E021-0310,455.17
O=c1[nH]c(O)c(C2=Nc3ccccc3NC(c3c[nH]nc3-c3ccccc3)C2)c(=O)s1,Y505-2876,431.11
Fc1ccc(-c2nn3c(-c4ccco4)nnc3s2)cc1F,8020-2602,304.02
CCC1(C)OC(=O)N(CCc2c[nH]c3ccc(OC)cc23)C1(C)O,8017-8051,332.17
Cc1cc(NC(=O)C(=O)NCc2ccc(C)n2C)no1,8018-3103,276.12
CCOc1ccccc1C1Nc2ccccc2-c2nnc(SCC)nc2O1,4896-2274,380.13
COCCCn1nc(-c2cocn2)c2c1CCN(C(=O)NC1CCCC1)C2,SD01-0452,373.21
CCCc1nc2n(n1)C1(CCCCC1)[C@@H]1CCCC[C@@H]1N2C(=O)CC,D322-0415,344.26
Cc1cc(C)cc(NS(=O)(=O)c2ccc3c(c2)-c2oncc2CO3)c1,M030-0120,356.08
CSc1oc(-c2cccs2)nc1S(=O)(=O)c1ccc(Cl)cc1,C176-0312,370.95
COc1nccnc1NC1CCN(Cc2c(C)noc2C)CC1,J501-0156,317.19
NC(=O)c1c(NC(=O)C2CCCN(C(=O)C3CCCC3)C2)sc2c1CCCC2,D216-0546,403.19
CCN1c2ccccc2NC2C1C(C(C)=O)C(=O)N2c1ccccc1,8016-3578,335.16
CCn1cc(S(=O)(=O)N2CCN(C34CC5CC(CC(C5)C3)C4)CC2)cn1,Y205-7778,378.21
O=C1N(CN2CCN(c3ccc(F)cc3)CC2)c2ccccc2C12OCC=CCO2,8016-9028,409.18
Cc1cc2nnc(SCc3ccccc3)n2c2ccccc12,D308-0134,305.1
CNc1nc(NC)nc(-n2cnc(SCC(N)=O)n2)n1,D385-0164,295.1
O=C1CCCN1CCCNS(=O)(=O)c1ccc(Br)s1,Y206-5435,365.97
Nc1nc(-c2ccccc2)cn1NCc1ccccc1,Y021-2191,264.14
CCOC(=O)CSc1c(CC)cnc2c1c(=O)n(C)c(=O)n2C,G857-0989,337.11
O=S(=O)(c1ccc(Br)cc1Br)N1CCCCC1,8006-4846,380.9
Cc1cc2nc(-c3ccc(C)s3)cc(C(F)F)n2n1,Y509-6032,279.06
Cc1cc2c(cc1C)CN(c1ccc(Cl)cc1)C2,6061-0030,257.1
O=C1c2ccc(Oc3ccc4c(c3)C(=O)N(c3nc5ccccc5s3)C4=O)cc2C(=O)N1c1nc2ccccc2s1,8007-8971,574.04
CC(C)N1C[C@@H]2CCN(Cc3ccc4c(c3)OCCO4)C[C@]2(CO)C1,S858-0667,346.23
CCSc1nnc(NC(=O)C(CC)CC)s1,Y203-9609,259.08
O=C1CC(N2CCC3(CC2)OCCO3)C(=O)N1c1ccc2c(c1)OCO2,8019-7022,360.13
COc1ccc(-c2nc(-c3ccc(OC)c(OC)c3)no2)cc1,8020-3318,312.11
CC(=O)N1c2ccccc2C(=O)OC1c1sc(Cl)c(Cl)c1Cl,4965-0127,374.93
Cc1nnc(N/N=C/c2c[nH]nc2-c2ccc(F)cc2)n1N,8012-5435,300.12
CC1CCc2c(sc3nnn(CC(=O)c4cccs4)c(=O)c23)C1,D243-0348,345.06
CCN(CC)C(=O)N1CC[C@@H](n2c(=O)n(CC)c3cccnc32)C1,S606-1207,331.2
CC1(C)C(=O)OC(c2ccc(Cl)cc2)C2(CCCCC2)C1=O,8011-0394,320.12
Cc1nc(N(C)C)cc(N2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)n1,D430-1032,439.07
CCC1c2ccc(C)n2CCN1C(=O)NC12CC3CC(CC(C3)C1)C2,E002-1137,341.25
c1ccc(OCCCn2c(C3CCCO3)nc3ccccc32)cc1,D078-0197,322.17
Cc1cc(N)n(S(=O)(=O)c2cn(C)nc2C)n1,Y507-2115,255.08
CCN1C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H](C1)C(=O)N2,SD24-0002,293.21
Fc1cc(Br)ccc1Nc1c2c(nc3ncnn13)CCC2,G702-0604,347.02
Cn1c(=O)c2c(c3ccccc31)OC(=O)CC2c1ccccc1,8016-4980,305.11
COc1cccc(OC)c1-c1cnc2nonc2n1,8020-9108,258.08
Cn1cnnc1C1CN(C(=O)c2cscn2)CC12CCCC2,SC69-0077,317.13
c1coc(-c2nc3sc4c(NCCN5CCOCC5)ncnc4c3c3c2CCCC3)c1,5921-0208,435.17
CCc1nn(CC(=O)OC)c(=O)c2cc3sc(C)cc3n12,C794-0261,305.08
Clc1cccc(CSc2ccccn2)c1Cl,Y504-5481,268.98
O=C(CC1(O)C(=O)Nc2ccccc21)c1ccc(-n2cccc2)cc1,8016-2668,332.12
Cc1nn(Cc2ccc(C(=O)N(C(=O)c3ccc(Cn4nc(C)c(Br)c4C)o3)C3=NCCS3)o2)c(C)c1Br,Y500-3634,661.99
CCn1c2ccccc2c2nnc(SCn3nnc4ccccc43)nc21,Y512-6094,361.11
C/C=C/COC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(C(C)(C)C)cc1)C2,C276-0643,379.21
O=C(NCCC12CC3CC(CC(C3)C1)C2)C1CCCCC1,5929-0124,289.24
O=S(=O)(Nc1ccc(F)cc1F)c1ccc(F)s1,Y505-3361,292.98
CCN1[C@@H]2CCCC[C@@]2(C(=O)NCCn2cccn2)CCS1(=O)=O,S762-0837,354.17
CC(C)c1nc(CC2CCOC3(CCN(C(=O)NC4CCCC4)CC3)C2)no1,SC42-0532,390.26
COc1ccc(OC)c([C@H]2C[C@@H](c3ccc(C(C)C)cc3)Nc3nnnn32)c1,G951-0086,379.2
CC(C)(NC(=O)c1cccs1)c1nc2c(c(C(N)=O)n1)OCO2,T978-1850,334.07
O=c1oc2cc3occ(-c4ccc(Cl)cc4)c3cc2c2ccccc12,5436-1077,346.04
Fc1ccccc1C1NCCc2cc3c(cc21)OCCO3,8012-5402,285.12
Cc1nn(CC(C)C)cc1S(=O)(=O)N(C)Cc1c(C)nn(C)c1C,Y504-5962,353.19
CN1CCN(c2nc(CSc3ncccn3)cc(=O)[nH]2)CC1,Y020-2393,318.13
N#Cc1c(N)nc2c(c1-c1ccncc1)CCCCC2,8015-6900,264.14
CCC(C)(C)NS(=O)(=O)c1ccc2c(c1)NC(=O)CCS2,E975-1585,328.09
Clc1ccc(Cl)c(-c2ccc(C3=Nn4c(nnc4-c4ccccc4)SC3)o2)c1,7258-0907,426.01
COC(=O)c1nn(CC(F)F)cc1I,Y507-3854,315.95
CC(C)N1CCn2c(nc3cc(NC(=O)C(C)(C)C)ccc32)C1,D466-0363,314.21
O=c1nc(SCc2ccccc2F)c2c(n1C1CCCCC1)CCC2,D468-0689,358.15
Cc1n[nH]c([C@@H]2C[C@H](NC(=O)C3CCOCC3)CN2C(=O)C2CC=CC2)n1,SB18-1305,373.21
Cc1oc(-c2ccno2)cc1S(=O)(=O)Nc1ccc2c(c1)OCO2,F315-0528,348.04
CCCC12CN3CC(C)(CN(C1)C3c1ccc(Br)cc1)C2=O,6030-1664,362.1
COc1cccc(-c2nc3c(c(=S)[nH]2)Cc2ccccc2O3)c1OC,C766-0012,352.09
CSCCC(NC(=O)c1ccc(C#CC(C)(C)O)s1)C(=O)O,8015-7162,341.08
O=S(=O)(c1ccc(Cl)cc1)N1CCN(C2CCCC2)CC1,Y511-2921,328.1
CCNc1nc(NCCN2CCOCC2)nc2c1cnn2C,G414-0967,305.2
CCS(=O)(=O)N1CCCC2(C1)Cn1nnc(CNC(=O)N(C)C)c1CO2,SD08-0526,386.17
CCCC(=O)N1c2ncnn2C2(CCCCC2)[C@@H]2CCCC[C@@H]21,D322-0005,316.23
CN(C)S(=O)(=O)N1CCC(CN2CC(COc3ncccn3)CC2=O)CC1,SC15-0311,397.18
c1ccc(Cc2nc3cc4sc(Cc5ccccc5)nc4cc3s2)cc1,6844-3304,372.08
Cc1ccc(CSc2nc(N)c3c4c(sc3n2)CCC4)c(C)c1,Y512-6804,341.1
COc1cc2c3c(c1)c(=O)oc(=O)n3C(C)(C)CC2C,Y021-2343,275.12
CCC(CC)C(=O)N1CCn2nc(C(=O)NC(C)C)cc2C1,SB71-0650,306.21
Clc1cccc(N2CCN(c3nc(N(c4ccccc4)c4ccccc4)nc(-n4ccnc4)n3)CC2)c1,8015-3448,508.19
c1coc(-c2nc3c4c5c(sc4ncn3n2)CCCCC5)c1,Y512-1501,310.09
Cn1cc(Br)c(C(=O)NCCn2cc(Br)cn2)n1,Y500-8673,374.93
Fc1cccc(-c2nc(-c3ccccc3)no2)c1F,Y504-5522,258.06
CCOC(=O)C1CCN(C(=O)NC23CC4CC(CC(C4)C2)C3)CC1,8015-1054,334.23
COc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)c(OC)c1,Y205-5492,372.04
CS(=O)(=O)c1ncc(Cl)c(C(=O)N(Cc2cccs2)C2CCS(=O)(=O)C2)n1,D053-0291,448.99
CCCCN(CC)CCN1C(=O)c2cc3sccc3n2CC1(C)C(=O)NC1CCCCCC1,E021-0851,472.29
Cc1noc(C)c1CC(=O)N1CC(CCC(=O)N2CCCC2)C2(CCCCC2)C1,SD25-0456,401.27
CSc1ccc(CNCCSc2nnnn2-c2ccccc2)cc1,D215-0162,357.11
CCC12CN3CC(CC)(CN(C1)C31C(=O)N(C)c3ccc(Br)cc31)C2=O,D171-0046,417.11
CCN1C(=O)C[C@@H](C(=O)O)[C@@H]1c1ccc2c(c1)OCO2,8018-8679,277.1
O=S(=O)(NC1CCCCC1)c1ccc(-c2cnc(C3CCCC3)o2)s1,L228-1215,380.12
Cc1cc(C(=O)N2N=C(C(F)F)CC2(O)C(F)F)nn1C,Y501-7140,308.09
COc1cc(C2Nc3ccccc3-c3nnc(SC)nc3O2)cc(I)c1O,4896-3390,493.99
O=C(COc1ccc2c(-c3ccccc3)cc(=O)oc2c1)c1ccc(N2CCCC2)cc1,Y040-3447,425.16
Cc1ccc2oc(N3CCN(S(=O)(=O)c4c(C)noc4C)CC3)nc2n1,D568-1147,377.12
CC1CCCC(Nc2cnn(C34CC5CC(CC(CC(=O)O)(C5)C3)C4)c(=O)c2Cl)C1C,C301-1685,447.23
C(=N/Nc1nn2cnnc2c2ccccc12)\c1cccs1,6404-0021,294.07
CC1(Cc2ccccc2)OC(=O)N2CCc3ccccc3C21C,8017-7617,307.16
O=S(=O)(c1ccc2ccccc2c1)N1CCC2(CC1)Nc1cc(F)ccc1-n1cccc12,F351-0332,447.14
Cc1noc2ncnc(NCCCN3CCCCC3)c12,E944-0323,275.17
CSc1nnc(-c2ccccc2)n1/N=C/c1cc2c(cc1Cl)OCO2,Y501-1346,372.04
Cc1occc1C(=O)N/N=C\c1ccc(Br)s1,8007-8237,311.96
COCCNC(=O)Nc1ccc2c(c1)N(C)C(=O)c1ccccc1S2,E006-0142,357.11
CC12CN3CC(C)(CN(C1)C3c1cccnc1)C2=O,3807-2370,257.15
Cn1cc(I)c(CC(=O)O)n1,Y507-1067,265.96
Cc1nc(NCCC(C)C)c2sc3nc4c(cc3c2n1)COC(C)(C)C4,F081-0946,370.18
COCc1noc([C@@H]2CN(C(=O)c3ccc(Cl)s3)C[C@H]2C(N)=O)n1,S640-2923,370.05
Brc1ccc(-c2cnc3ccccc3n2)cc1,Y511-7084,283.99
CCc1nc(SCC(=O)Nc2nnc(CC)s2)c2c(=O)n(C)c(=O)n(C)c2n1,G786-1702,421.1
O=C1CC(c2ccc(Cl)c(Cl)c2)c2cc3c(cc2N1)CCC3,8013-5993,331.05
OCC(O)Cn1c(Cc2cccc3ccccc23)nc2ccccc21,Y080-1826,332.15
O=C1CC(N2CCN(c3ccc(F)cc3)CC2)C(=O)N1c1ccc(I)cc1,8009-4788,479.05
CC(C)NC(=O)c1cn(C[C@@H]2C[C@H](F)CN2C(=O)NC(C)C)nn1,SB21-1493,340.2
Cc1cc(-c2cc(S(=O)(=O)NCCc3sccc3C)c(C)s2)on1,F902-0308,382.05
c1coc(-c2nc3c4c5c(sc4ncn3n2)CCCC5)c1,Y512-1486,296.07
CCOc1cc(C2c3c(oc4cc(C)cc(C)c4c3=O)C(=O)N2CCCO)ccc1O,D159-0254,423.17
O=S(=O)(c1ccc(Cl)cc1)c1nc(-c2ccc(Cl)cc2Cl)oc1N1CCOCC1,1309-0197,471.98
Cc1ccc(N2C(=O)C(C)C3c4ccccc4OC(=O)C3C2=O)cc1,8014-9108,335.12
O=C(NC1CCCCCCC1)c1cnc2sc3c(n2c1=O)CCC3,G595-0422,345.15
COC(=O)CC(c1cc(OC)c2c(c1OC)OCO2)c1oc(CSc2ccc(F)cc2F)cc(=O)c1O,8020-7450,536.1
Cc1ccc(C(CNC(=O)C23CC4CC(CC(C4)C2)C3)N2CCCC2)o1,D491-7471,356.25
CC(C)CCN1CN(CCCN2CCOCC2)c2nc3ccccc3n2C1,Y021-7450,371.27
CCS(=O)(=O)Nc1ccc(OC2CCN(S(=O)(=O)CC)CC2)nc1,D762-0739,377.11
CCCn1c2c(c(SCc3cccc(C)c3)nc1=O)CCC2,D468-0572,314.15
O=C(c1cc(Br)cs1)N1CCN(S(=O)(=O)c2cccs2)CC1,Y503-1786,419.93
Clc1ccc2nc(NC3CCCCCCC3)c3nncn3c2c1,C850-0327,329.14
C(=N/Nc1nc2ccccc2[nH]1)\c1nc2ccccc2n1Cc1ccccc1,1773-0116,366.16
Cn1c(N)c(-c2c(-c3ccc4c(c3)OCCO4)[nH]c3c2c(=O)n(C)c(=O)n3C)c(=O)n(C)c1=O,8018-4062,466.16
CC(C)CC(=O)N1CCC(c2nnc3n2CCN(C(=O)CC2CCCCC2)C3)CC1,S903-1615,415.29
COCCNC(=O)C1CN(C(=O)c2ocnc2C)CC12CCCC2,J500-0226,335.18
OC(CNCc1ccccc1)C12CC3CC(CC(C3)C1)C2,0508-2058,285.21
CCOc1cc(CNn2nnnc2N)cc(Br)c1OCC,8018-1569,356.06
O=S(=O)(NC1CCCCCCC1)c1ccc(-c2cnc(C3CCCC3)o2)s1,L228-1216,408.15
COc1ccc(Cl)cc1Nc1nc2nonc2nc1Nc1cc(Cl)ccc1OC,3448-8777,432.05
CCCCNC(=O)c1cc2n(n1)CC(C)(C(=O)NCCC(C)C)N(C)C2=O,E852-1062,377.24
O=C1CC(c2cc(F)cc(F)c2)c2c(nc(SCc3ccc(F)cc3)[nH]c2=O)N1,D271-0250,417.08
Cc1cn(CCCc2nnc3n2CCCCC3)nc1N,Y507-2227,274.19
CSc1ccc(C2Oc3ccc(Br)cc3C3CC(c4ccc(C)o4)=NN32)cc1,6835-5676,454.04
O=C(Nc1ccc2c(c1)OCO2)N1CCc2ccccc21,Y205-4913,282.1
COc1ccc(NS(=O)(=O)c2ccc3c(c2)-c2oncc2CO3)cc1OC,M030-0006,388.07
c1ccc2sc(N3CN(CCCN4CCOCC4)CN(c4nc5ccccc5s4)C3)nc2c1,7682-0573,480.18
Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCCCC1,K893-0448,273.08
NC(=O)c1cn(C[C@@H]2C[C@H](F)CN2C(=O)c2cscn2)nn1,SB21-0906,324.08
CCC12CN3CC(CC)(CN(C1)C3c1ccc(OC(C)C)cc1)C2=O,5163-0062,342.23
Cc1occc1-c1nnc(SCC(=O)NCC2CCCO2)o1,D386-0078,323.09
N#CCCCSc1nc(-c2ccc(Cl)cc2)ccc1C#N,D360-0569,313.04
CCCCn1cnc2sc3c(c2c1=N)CCCC3,Y512-1257,261.13
Fc1ccc(Cn2cccc2C2=NC(c3ccccc3)CO2)cc1,C351-0017,320.13
Cc1cc(-c2cc(S(=O)(=O)N3CCN(C4CCCCC4)CC3)c(C)s2)on1,F902-0080,409.15
Cc1cc(C)nc(SCC2=NC(C)(C)Cc3ccccc32)n1,8013-4051,311.15
Cn1c2ccccc2c2nnc(SCc3cccc(Br)c3)nc21,Y511-0428,384.0
CCCNC(=O)C12CC3CC(C1)CC(n1cnc(Br)n1)(C3)C2,Y502-4860,366.11
Cn1cc(Cl)c(C(=O)NCCn2cc(Cl)cn2)n1,Y508-5131,287.03
Fc1ccc(-c2nc3nccc(-c4ccncc4)n3n2)cc1,Y042-1893,291.09
COc1cc(-n2cnnn2)c(S(=O)(=O)N2CCOCC2)cc1OC,8017-7464,355.1
CC(=O)Cn1c(=O)c2c(nc3n2CC(C)CN3C2CCCCC2)n(C)c1=O,D389-0988,373.21
O=C(NCc1nnn2c1COC1(CCCN(C(=O)CC3CCCC3)C1)C2)C1CCOCC1,SD08-1004,445.27
O=C(COC(=O)c1ccc(Oc2ccc(O)cc2)cc1)c1ccccc1,8006-3387,348.1
CC(C)c1ccc(NS(=O)(=O)c2ccc(N3CCCCS3(=O)=O)cc2)cc1,G508-0169,408.12
CN(C)CCNCc1ccc(-c2cc(Cl)ccc2Cl)o1,D665-0217,312.08
Cc1noc(C)c1CN1CCC2(CC1)CN(C(C)C)CC2c1nncn1C,SC67-0151,372.26
COCc1cc(C)nc2sc(-c3snnc3C)c(N)c12,8020-7646,306.06
NC(=O)c1c(NC(=O)CCC2CCCC2)sc2c1CCCCC2,Y204-1822,334.17
CN1CCc2c(cnc3c(S(=O)(=O)c4ccccc4)c(N4CCNCC4)nn23)C1,H025-0630C,412.17
CCOC(=O)CC1=Nn2c(nnc2-c2ccco2)SC1,8019-6522,292.06
COc1cc(C2c3c(oc4ccc(Br)cc4c3=O)C(=O)N2Cc2ccc3c(c2)OCO3)ccc1O,6959-1442,535.03
O=C(c1cccs1)N1CCC(N2C(=O)NCC23CCOCC3)CC1,SB30-0909,349.15
O=C1c2cccc3cccc(c23)C(=O)N1c1ccc2[nH]c(=O)[nH]c2c1,8001-7662,329.08
Cc1nn(C)cc1-c1cc(-c2cn(C)nc2C)n(S(=O)(=O)c2ccc(Br)s2)n1,Y505-6897,480.0
CCCc1ccc(S(=O)(=O)NC(C)(C)CC(C)(C)C)cc1,Y207-4527,311.19
COc1ccc(-c2nc3c(c(SC)n2)Cc2cccc(OC)c2O3)cc1,C683-0302,366.1
CN(C)c1nc(N2CCCC2)nc(-n2cnc(SCC(N)=O)n2)n1,D385-0198,349.14
O=C1c2ccccc2C(Nc2ccc(F)c(Cl)c2)N1c1ccc(Cl)cc1,C614-0350,386.04
O=C(CCC1CCCCC1)NCCC12CC3CC(CC(C3)C1)C2,5929-0125,317.27
CC(C)c1ccc([C@@H]2C[C@H](c3cccs3)n3nnnc3N2)cc1,G951-0259,325.14
CSc1nc2ccccc2c2nc(-c3cccnc3)nn12,8019-1897,293.07
CC(C)n1cc(CN2CC(NS(C)(=O)=O)C(=O)NC3(CCCC3)C2)cn1,SB39-0929,383.2
Clc1ccc(OCCSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,D353-0776,376.03
CCOC(=O)CNc1nc(OCC#N)nc(N2CCOCC2)n1,8013-6251,322.14
Cc1nc(N2CCc3ccccc32)c2sc(=S)n(Cc3ccccc3)c2n1,8016-7931,390.1
Cc1ccc(CNS(=O)(=O)c2cc(-c3nc(C(C)C)cs3)sc2C)o1,L921-1064,396.06
O=C(Nc1cccc(F)c1)NC1CCN(c2ccc(F)cc2)C1=O,P315-0561,331.11
Brc1ccc(C(Cc2ccccc2)NC2CN3CCC2CC3)cc1,D090-0168,384.12
Cn1c(=O)c2c(nc3n2C(c2ccccc2)C(c2ccc(-c4ccccc4)cc2)=NN3)n(C)c1=O,8014-9969,462.18
Cc1ccc(Cl)cc1N1CCN(C(=O)c2cnc3sc(N4CCCCCC4)nn3c2=O)CC1,G205-1037,486.16
COc1ccc2c(c1)c1nc3n(c(=O)c1n2Cc1cc(=O)n2ccccc2n1)CCS3,8016-4405,431.11
COCCNC(=O)N1CCC(OCCc2noc(C)n2)CC1,SC03-0151,312.18
CCCCc1nnc2sc(NC(=O)C(CC)CC)nn12,E157-4485,295.15
CC(C)NC(=O)c1cn(C[C@@H]2C[C@H](F)CN2C(=O)Cn2ccnc2)nn1,SB21-1483,363.18
O=S(=O)(Nc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(F)cc1)c1cc(F)ccc1F,G505-0132,482.06
CCOC(=O)c1c(C)oc2ncnc(N(CC(C)C)CC(C)C)c12,E946-0239,333.21
Cc1cccc(N2COc3ccc(C(C)(C)C)cc3C2)c1,6718-0052,281.18
O=C(CSc1nnc2n(Cc3cccs3)c(=O)c3sccc3n12)NCc1ccco1,F798-0505,457.03
CCn1ncc(Br)c1CN(C)S(=O)(=O)c1cn(CC(C)C)nc1C,Y504-5959,417.08
CN1C(=O)c2ccccc2Sc2cc(NC(=O)C34CC5CC(CC(C5)C3)C4)ccc21,G943-0131,418.17
CCS(=O)(=O)c1oc(-c2ccc(F)cc2)nc1S(=O)(=O)c1ccc(Br)cc1,D093-0038,472.94
CCCCC12CN3CC(C)(CN(C1)C3c1cn(CC)c3ccccc13)C2=O,D210-0067,365.25
COc1cc2c(cc1OC)CN1C(=O)N(c3ccccc3)C(=O)C1C2,8019-5180,338.13
CCc1[nH]nc(-c2nc3c4c5c(sc4ncn3n2)CCCC5)c1C,Y512-5245,338.13
O=C(COC(=O)C(O)(c1ccccc1)c1ccccc1)c1ccccc1,Y512-7605,346.12
COC(=O)c1sccc1N/N=C/c1ccc(C)o1,K072-0150,264.06
CC(C)Cn1c(=O)[nH]c2c(C(=O)N3CCC4(CC3)OCCO4)snc2c1=O,P422-0913,394.13
O=S(=O)(c1ccc(F)cc1)N1CCC2(CC1)Nc1ccc(Cl)cc1-n1cccc12,F351-0749,431.09
CC(C)n1c(SCC(=O)NC2CCCC2)nc2nc(N3CCCC3)sc2c1=O,L387-5226,421.16
c1ccc2cc3c(N4CCN(CCN5CCN(c6ccnc7cc8ccccc8cc67)CC5)CC4)ccnc3cc2c1,0075-0064,552.3
CSCCC(NC(=O)c1c(C(=O)O)cnn1C)C(=O)O,Y504-8021,301.07
CCCNC(=O)N1CC(c2nncn2CC(C)C)C2(CCCCC2)C1,SC68-2036,347.27
Cc1nn2c(C(F)F)cc(-c3ccco3)nc2c1Br,Y500-3524,326.98
O=S(=O)(NCCC12CC3CC(CC(C3)C1)C2)c1ccc(S(=O)(=O)N2CCOCC2)cc1,8012-9389,468.18
Nc1nonc1-c1nc2ccccc2n1Cc1cc2c(cc1Br)OCO2,D268-0373,413.01
Clc1ccc(CNCCCN2CCOCC2)c(Cl)c1,Y511-1814,302.1
Cc1noc(-c2ccc(S(=O)(=O)N3CCC(C)CC3)s2)c1C,L464-0464,340.09
Cc1cn2c(nc1=O)O[C@H]1C[C@H]2O[C@@H]1COC(=O)c1ccccc1,1545-0306,328.11
c1ccc(NC2(c3nnnn3-c3ccccc3)CCCCC2)cc1,J034-0861,319.18
COc1cc(-c2noc(CSc3ccc(-c4ccc(F)cc4)nn3)n2)cc(OC)c1OC,F840-0348,454.11
